,sample,population,percentage,count,total_count
10046,sample10046,cd8_t_cell,0.23689287495647426,25172,106259
10046,sample10046,monocyte,0.21007161746299138,22322,106259
10046,sample10046,nk_cell,0.08659972331755428,9202,106259
10047,sample10047,b_cell,0.11034529954637885,11287,102288
10047,sample10047,cd4_t_cell,0.3217092914124824,32907,102288
10047,sample10047,cd8_t_cell,0.2571464883466291,26303,102288
10047,sample10047,monocyte,0.19758916001877053,20211,102288
10047,sample10047,nk_cell,0.1132097606757391,11580,102288
10048,sample10048,b_cell,0.12326817715162788,12127,98379
10048,sample10048,cd4_t_cell,0.27167383283017715,26727,98379
10048,sample10048,cd8_t_cell,0.2879069720163856,28324,98379
10048,sample10048,monocyte,0.1999105500157554,19667,98379
10048,sample10048,nk_cell,0.11724046798605393,11534,98379
10049,sample10049,b_cell,0.07974212926503177,8708,109202
10049,sample10049,cd4_t_cell,0.2700866284500284,29494,109202
10049,sample10049,cd8_t_cell,0.2151517371476713,23495,109202
10049,sample10049,monocyte,0.23854874452848848,26050,109202
10049,sample10049,nk_cell,0.19647076060878005,21455,109202
10050,sample10050,b_cell,0.0699492562787326,7623,108979
10050,sample10050,cd4_t_cell,0.36047311867424,39284,108979
10050,sample10050,cd8_t_cell,0.21508731039925122,23440,108979
10050,sample10050,monocyte,0.2557465199717377,27871,108979
10050,sample10050,nk_cell,0.0987437946760385,10761,108979
10051,sample10051,b_cell,0.07701525168966858,7327,95137
10051,sample10051,cd4_t_cell,0.24815791963168904,23609,95137
10051,sample10051,cd8_t_cell,0.269358924498355,25626,95137
10051,sample10051,monocyte,0.2589528784805071,24636,95137
10051,sample10051,nk_cell,0.1465150256997803,13939,95137
10052,sample10052,b_cell,0.07760740404605368,7354,94759
10052,sample10052,cd4_t_cell,0.30613450965079836,29009,94759
10052,sample10052,cd8_t_cell,0.2810076087759474,26628,94759
10052,sample10052,monocyte,0.16885994997836618,16001,94759
10052,sample10052,nk_cell,0.1663905275488344,15767,94759
10053,sample10053,b_cell,0.16686457449816228,14755,88425
10053,sample10053,cd4_t_cell,0.31269437376307607,27650,88425
10053,sample10053,cd8_t_cell,0.2349561775515974,20776,88425
10053,sample10053,monocyte,0.16187729714447271,14314,88425
10053,sample10053,nk_cell,0.12360757704269154,10930,88425
10054,sample10054,b_cell,0.1399306742176439,14331,102415
10054,sample10054,cd4_t_cell,0.28890299272567493,29588,102415
10054,sample10054,cd8_t_cell,0.16724112678806816,17128,102415
10054,sample10054,monocyte,0.17275789679246203,17693,102415
10054,sample10054,nk_cell,0.23116730947615097,23675,102415
10055,sample10055,b_cell,0.07962488976835222,7404,92986
10055,sample10055,cd4_t_cell,0.29069967521992557,27031,92986
10055,sample10055,cd8_t_cell,0.2712666422902372,25224,92986
10055,sample10055,monocyte,0.19524444540038285,18155,92986
10055,sample10055,nk_cell,0.1631643473211021,15172,92986
10056,sample10056,b_cell,0.1208871028601615,12815,106008
10056,sample10056,cd4_t_cell,0.37420760697305866,39669,106008
10056,sample10056,cd8_t_cell,0.21227643196739868,22503,106008
10056,sample10056,monocyte,0.16145007923930269,17115,106008
10056,sample10056,nk_cell,0.13117877896007848,13906,106008
10057,sample10057,b_cell,0.022589292754080264,2292,101464
10057,sample10057,cd4_t_cell,0.28433730190018136,28850,101464
10057,sample10057,cd8_t_cell,0.30918355278719545,31371,101464
10057,sample10057,monocyte,0.1969762674446109,19986,101464
10057,sample10057,nk_cell,0.18691358511393202,18965,101464
10058,sample10058,b_cell,0.11555862886496097,11698,101230
10058,sample10058,cd4_t_cell,0.4274622147584708,43272,101230
10058,sample10058,cd8_t_cell,0.19476439790575917,19716,101230
10058,sample10058,monocyte,0.10788303862491357,10921,101230
10058,sample10058,nk_cell,0.1543317198458955,15623,101230
10059,sample10059,b_cell,0.06835856746273947,6944,101582
10059,sample10059,cd4_t_cell,0.37566694886889407,38161,101582
10059,sample10059,cd8_t_cell,0.21502825303695536,21843,101582
10059,sample10059,monocyte,0.20140379201039554,20459,101582
10059,sample10059,nk_cell,0.13954243862101554,14175,101582
10060,sample10060,b_cell,0.11819562339381669,12142,102728
10060,sample10060,cd4_t_cell,0.27456973755938013,28206,102728
10060,sample10060,cd8_t_cell,0.13989369986761155,14371,102728
10060,sample10060,monocyte,0.28866521298964254,29654,102728
10060,sample10060,nk_cell,0.1786757261895491,18355,102728
10061,sample10061,b_cell,0.13525510416233524,13011,96196
10061,sample10061,cd4_t_cell,0.2697513410121003,25949,96196
10061,sample10061,cd8_t_cell,0.23393904112437108,22504,96196
10061,sample10061,monocyte,0.18996631876585304,18274,96196
10061,sample10061,nk_cell,0.17108819493534036,16458,96196
10062,sample10062,b_cell,0.07059878124971704,7797,110441
10062,sample10062,cd4_t_cell,0.3306380782499253,36516,110441
10062,sample10062,cd8_t_cell,0.15244338606133592,16836,110441
10062,sample10062,monocyte,0.30893418205195533,34119,110441
10062,sample10062,nk_cell,0.1373855723870664,15173,110441
10063,sample10063,b_cell,0.11333680286342443,10671,94153
10063,sample10063,cd4_t_cell,0.29253449173154333,27543,94153
10063,sample10063,cd8_t_cell,0.2133229955497966,20085,94153
10063,sample10063,monocyte,0.2140664662836022,20155,94153
10063,sample10063,nk_cell,0.16673924357163342,15699,94153
10064,sample10064,b_cell,0.12806729272990414,11769,91897
10064,sample10064,cd4_t_cell,0.28942185272642196,26597,91897
10064,sample10064,cd8_t_cell,0.2618910301750873,24067,91897
10064,sample10064,monocyte,0.1548690381622904,14232,91897
10064,sample10064,nk_cell,0.16575078620629619,15232,91897
10065,sample10065,b_cell,0.09586179353002017,9361,97651
10065,sample10065,cd4_t_cell,0.28654084443579686,27981,97651
10065,sample10065,cd8_t_cell,0.2816663423825665,27505,97651
10065,sample10065,monocyte,0.1466651647192553,14322,97651
10065,sample10065,nk_cell,0.18926585493236117,18482,97651
10066,sample10066,b_cell,0.09839862086154613,9475,96292
10066,sample10066,cd4_t_cell,0.2999210734017364,28880,96292
10066,sample10066,cd8_t_cell,0.2659722510696631,25611,96292
10066,sample10066,monocyte,0.20363062352012629,19608,96292
10066,sample10066,nk_cell,0.1320774311469281,12718,96292
10067,sample10067,b_cell,0.09520567830291624,9510,99889
10067,sample10067,cd4_t_cell,0.281292234380162,28098,99889
10067,sample10067,cd8_t_cell,0.27086065532741344,27056,99889
10067,sample10067,monocyte,0.20933235891839944,20910,99889
10067,sample10067,nk_cell,0.14330907307110893,14315,99889
10068,sample10068,b_cell,0.12001298841866002,11088,92390
10068,sample10068,cd4_t_cell,0.2683732005628315,24795,92390
10068,sample10068,cd8_t_cell,0.29862539235848035,27590,92390
10068,sample10068,monocyte,0.18406753977703214,17006,92390
10068,sample10068,nk_cell,0.128920878882996,11911,92390
10069,sample10069,b_cell,0.08852405938425498,9296,105011
10069,sample10069,cd4_t_cell,0.3507632533734561,36834,105011
10069,sample10069,cd8_t_cell,0.2522307186866138,26487,105011
10069,sample10069,monocyte,0.1752483073201855,18403,105011
10069,sample10069,nk_cell,0.1332336612354896,13991,105011
10070,sample10070,b_cell,0.04697403558444065,4380,93243
10070,sample10070,cd4_t_cell,0.36292268588526755,33840,93243
10070,sample10070,cd8_t_cell,0.23950323348669605,22332,93243
10070,sample10070,monocyte,0.2386452602340122,22252,93243
10070,sample10070,nk_cell,0.11195478480958355,10439,93243
10071,sample10071,b_cell,0.08401022385140851,9236,109939
10071,sample10071,cd4_t_cell,0.2776812596076006,30528,109939
10071,sample10071,cd8_t_cell,0.22155922829932964,24358,109939
10071,sample10071,monocyte,0.2319468068656255,25500,109939
10071,sample10071,nk_cell,0.1848024813760358,20317,109939
10072,sample10072,b_cell,0.13993954894210647,15047,107525
10072,sample10072,cd4_t_cell,0.1969309462915601,21175,107525
10072,sample10072,cd8_t_cell,0.20597070448732852,22147,107525
10072,sample10072,monocyte,0.31151825156940244,33496,107525
10072,sample10072,nk_cell,0.1456405487096024,15660,107525
10073,sample10073,b_cell,0.11350316192640761,10787,95037
10073,sample10073,cd4_t_cell,0.38249313425297515,36351,95037
10073,sample10073,cd8_t_cell,0.20529898881488262,19511,95037
10073,sample10073,monocyte,0.1993223691825289,18943,95037
10073,sample10073,nk_cell,0.0993823458232057,9445,95037
10074,sample10074,b_cell,0.10109873766011639,10876,107578
10074,sample10074,cd4_t_cell,0.30514603357563813,32827,107578
10074,sample10074,cd8_t_cell,0.20655710275335107,22221,107578
10074,sample10074,monocyte,0.271365892654632,29193,107578
10074,sample10074,nk_cell,0.11583223335626243,12461,107578
10075,sample10075,b_cell,0.10093806028547939,10190,100953
10075,sample10075,cd4_t_cell,0.2443117094093291,24664,100953
10075,sample10075,cd8_t_cell,0.2586748288807663,26114,100953
10075,sample10075,monocyte,0.20318365972284133,20512,100953
10075,sample10075,nk_cell,0.1928917417015839,19473,100953
10076,sample10076,b_cell,0.10334266805114167,9853,95343
10076,sample10076,cd4_t_cell,0.2550370766600589,24316,95343
10076,sample10076,cd8_t_cell,0.287079282170689,27371,95343
10076,sample10076,monocyte,0.2039268745476857,19443,95343
10076,sample10076,nk_cell,0.15061409857042468,14360,95343
10077,sample10077,b_cell,0.08599005287294806,9319,108373
10077,sample10077,cd4_t_cell,0.24716488424238509,26786,108373
10077,sample10077,cd8_t_cell,0.23796517582792762,25789,108373
10077,sample10077,monocyte,0.27392431694241187,29686,108373
10077,sample10077,nk_cell,0.15495557011432737,16793,108373
10078,sample10078,b_cell,0.047397588348324936,5106,107727
10078,sample10078,cd4_t_cell,0.24568585405701449,26467,107727
10078,sample10078,cd8_t_cell,0.18983170421528495,20450,107727
10078,sample10078,monocyte,0.30215266367762955,32550,107727
10078,sample10078,nk_cell,0.21493218970174607,23154,107727
10079,sample10079,b_cell,0.06719889156467522,6111,90939
10079,sample10079,cd4_t_cell,0.2657275756276185,24165,90939
10079,sample10079,cd8_t_cell,0.3079316904738341,28003,90939
10079,sample10079,monocyte,0.21950978128195825,19962,90939
10079,sample10079,nk_cell,0.13963206105191392,12698,90939
10080,sample10080,b_cell,0.06425973831215086,6856,106692
10080,sample10080,cd4_t_cell,0.3494357590072358,37282,106692
10080,sample10080,cd8_t_cell,0.28338582086754394,30235,106692
10080,sample10080,monocyte,0.23004536422599633,24544,106692
10080,sample10080,nk_cell,0.07287331758707306,7775,106692
10081,sample10081,b_cell,0.09084493841862107,8239,90693
10081,sample10081,cd4_t_cell,0.22165988554794747,20103,90693
10081,sample10081,cd8_t_cell,0.22558521605857124,20459,90693
10081,sample10081,monocyte,0.2704508616982568,24528,90693
10081,sample10081,nk_cell,0.19145909827660348,17364,90693
10082,sample10082,b_cell,0.11260828702190258,11023,97888
10082,sample10082,cd4_t_cell,0.4278767571101667,41884,97888
10082,sample10082,cd8_t_cell,0.20218004249754823,19791,97888
10082,sample10082,monocyte,0.16067342268715265,15728,97888
10082,sample10082,nk_cell,0.09666149068322981,9462,97888
10083,sample10083,b_cell,0.06785282258064516,6731,99200
10083,sample10083,cd4_t_cell,0.3758366935483871,37283,99200
10083,sample10083,cd8_t_cell,0.14819556451612903,14701,99200
10083,sample10083,monocyte,0.16451612903225807,16320,99200
10083,sample10083,nk_cell,0.24359879032258064,24165,99200
10084,sample10084,b_cell,0.08577526951740105,9484,110568
10084,sample10084,cd4_t_cell,0.42065516243397727,46511,110568
10084,sample10084,cd8_t_cell,0.20018450184501846,22134,110568
10084,sample10084,monocyte,0.16994066999493523,18790,110568
10084,sample10084,nk_cell,0.12344439620866797,13649,110568
10085,sample10085,b_cell,0.09293713250140351,9436,101531
10085,sample10085,cd4_t_cell,0.2603441313490461,26433,101531
10085,sample10085,cd8_t_cell,0.27674306369483215,28098,101531
10085,sample10085,monocyte,0.22265120997527849,22606,101531
10085,sample10085,nk_cell,0.14732446247943978,14958,101531
10086,sample10086,b_cell,0.046988457502623295,4478,95300
10086,sample10086,cd4_t_cell,0.2729275970619098,26010,95300
10086,sample10086,cd8_t_cell,0.30601259181532003,29163,95300
10086,sample10086,monocyte,0.2188667366211962,20858,95300
10086,sample10086,nk_cell,0.1552046169989507,14791,95300
10087,sample10087,b_cell,0.0963961544658682,8974,93095
10087,sample10087,cd4_t_cell,0.2644180675653902,24616,93095
10087,sample10087,cd8_t_cell,0.22821848649229282,21246,93095
10087,sample10087,monocyte,0.24349320586497664,22668,93095
10087,sample10087,nk_cell,0.16747408561147215,15591,93095
10088,sample10088,b_cell,0.11389064808950813,10790,94740
10088,sample10088,cd4_t_cell,0.3236964323411442,30667,94740
10088,sample10088,cd8_t_cell,0.20541481950601648,19461,94740
10088,sample10088,monocyte,0.21369009921891494,20245,94740
10088,sample10088,nk_cell,0.1433080008444163,13577,94740
10089,sample10089,b_cell,0.1185266593399274,10677,90081
10089,sample10089,cd4_t_cell,0.28922858316404126,26054,90081
10089,sample10089,cd8_t_cell,0.2801589680398752,25237,90081
10089,sample10089,monocyte,0.1453136621485108,13090,90081
10089,sample10089,nk_cell,0.16677212730764535,15023,90081
10090,sample10090,b_cell,0.07873495672782727,8106,102953
10090,sample10090,cd4_t_cell,0.3101900867386089,31935,102953
10090,sample10090,cd8_t_cell,0.28005011995765056,28832,102953
10090,sample10090,monocyte,0.22729789321340807,23401,102953
10090,sample10090,nk_cell,0.10372694336250522,10679,102953
10091,sample10091,b_cell,0.08789156791124308,9649,109783
10091,sample10091,cd4_t_cell,0.175017990034887,19214,109783
10091,sample10091,cd8_t_cell,0.24207755299090022,26576,109783
10091,sample10091,monocyte,0.3415009609866737,37491,109783
10091,sample10091,nk_cell,0.15351192807629596,16853,109783
10092,sample10092,b_cell,0.17511169733505486,18852,107657
10092,sample10092,cd4_t_cell,0.17729455585795628,19087,107657
10092,sample10092,cd8_t_cell,0.22316245111790223,24025,107657
10092,sample10092,monocyte,0.22136972050122147,23832,107657
10092,sample10092,nk_cell,0.20306157518786516,21861,107657
10093,sample10093,b_cell,0.08185313258446272,7622,93118
10093,sample10093,cd4_t_cell,0.3365836895122318,31342,93118
10093,sample10093,cd8_t_cell,0.20005799093623144,18629,93118
10093,sample10093,monocyte,0.25365665070126076,23620,93118
10093,sample10093,nk_cell,0.12784853626581327,11905,93118
10094,sample10094,b_cell,0.09309180967409648,8495,91254
10094,sample10094,cd4_t_cell,0.3150765993819449,28752,91254
10094,sample10094,cd8_t_cell,0.27709470269796393,25286,91254
10094,sample10094,monocyte,0.1894711464702917,17290,91254
10094,sample10094,nk_cell,0.125265741775703,11431,91254
10095,sample10095,b_cell,0.08421750663129973,8128,96512
10095,sample10095,cd4_t_cell,0.35960295092838196,34706,96512
10095,sample10095,cd8_t_cell,0.19047372347480107,18383,96512
10095,sample10095,monocyte,0.23402271220159152,22586,96512
10095,sample10095,nk_cell,0.13168310676392572,12709,96512
10096,sample10096,b_cell,0.1004057626493432,9799,97594
10096,sample10096,cd4_t_cell,0.22758571223640797,22211,97594
10096,sample10096,cd8_t_cell,0.2784494948459946,27175,97594
10096,sample10096,monocyte,0.22057708465684367,21527,97594
10096,sample10096,nk_cell,0.17298194561141053,16882,97594
10097,sample10097,b_cell,0.09002038591001754,9494,105465
10097,sample10097,cd4_t_cell,0.2227184373962926,23489,105465
10097,sample10097,cd8_t_cell,0.30318115014459773,31975,105465
10097,sample10097,monocyte,0.2524060114730005,26620,105465
10097,sample10097,nk_cell,0.13167401507609158,13887,105465
10098,sample10098,b_cell,0.11555113075883235,12651,109484
10098,sample10098,cd4_t_cell,0.3352818676701618,36708,109484
10098,sample10098,cd8_t_cell,0.2465383069672281,26992,109484
10098,sample10098,monocyte,0.15901866939461473,17410,109484
10098,sample10098,nk_cell,0.143610025209163,15723,109484
10099,sample10099,b_cell,0.145653592401943,16072,110344
10099,sample10099,cd4_t_cell,0.3432810121075908,37879,110344
10099,sample10099,cd8_t_cell,0.2816374247806859,31077,110344
10099,sample10099,monocyte,0.15402740520553904,16996,110344
10099,sample10099,nk_cell,0.07540056550424128,8320,110344
10100,sample10100,b_cell,0.07285876194074153,8100,111174
10100,sample10100,cd4_t_cell,0.36098368323528884,40132,111174
10100,sample10100,cd8_t_cell,0.17383560904528036,19326,111174
10100,sample10100,monocyte,0.18144530195909114,20172,111174
10100,sample10100,nk_cell,0.21087664381959811,23444,111174
10101,sample10101,b_cell,0.10826460227392579,10265,94814
10101,sample10101,cd4_t_cell,0.3080346784230177,29206,94814
10101,sample10101,cd8_t_cell,0.217731558630582,20644,94814
10101,sample10101,monocyte,0.21956673065159155,20818,94814
10101,sample10101,nk_cell,0.146402430020883,13881,94814
10102,sample10102,b_cell,0.09632400546723258,9373,97307
10102,sample10102,cd4_t_cell,0.3058258912514002,29759,97307
10102,sample10102,cd8_t_cell,0.23724911876843394,23086,97307
10102,sample10102,monocyte,0.1971595054826477,19185,97307
10102,sample10102,nk_cell,0.16344147903028558,15904,97307
10103,sample10103,b_cell,0.12959463832719148,12414,95791
10103,sample10103,cd4_t_cell,0.28980801954254576,27761,95791
10103,sample10103,cd8_t_cell,0.23445835203724777,22459,95791
10103,sample10103,monocyte,0.18548715432556295,17768,95791
10103,sample10103,nk_cell,0.16065183576745207,15389,95791
10104,sample10104,b_cell,0.1514753109037222,14056,92794
10104,sample10104,cd4_t_cell,0.24693406901308274,22914,92794
10104,sample10104,cd8_t_cell,0.26660128887643597,24739,92794
10104,sample10104,monocyte,0.17396598918033493,16143,92794
10104,sample10104,nk_cell,0.16102334202642413,14942,92794
10105,sample10105,b_cell,0.09836004749183734,10604,107808
10105,sample10105,cd4_t_cell,0.3264692787177204,35196,107808
10105,sample10105,cd8_t_cell,0.234574428613832,25289,107808
10105,sample10105,monocyte,0.1430135054912437,15418,107808
10105,sample10105,nk_cell,0.19758273968536658,21301,107808
10106,sample10106,b_cell,0.07749408683899307,7339,94704
10106,sample10106,cd4_t_cell,0.34607830714647747,32775,94704
10106,sample10106,cd8_t_cell,0.27887945598918734,26411,94704
10106,sample10106,monocyte,0.09423044433181281,8924,94704
10106,sample10106,nk_cell,0.2033177056935293,19255,94704
10107,sample10107,b_cell,0.10217859788537949,12138,118792
10107,sample10107,cd4_t_cell,0.2778638292140885,33008,118792
10107,sample10107,cd8_t_cell,0.3791922014950502,45045,118792
10107,sample10107,monocyte,0.1633274968011314,19402,118792
10107,sample10107,nk_cell,0.07743787460435046,9199,118792
10108,sample10108,b_cell,0.09091590958100114,9697,106659
10108,sample10108,cd4_t_cell,0.2821140269456867,30090,106659
10108,sample10108,cd8_t_cell,0.23121349346984316,24661,106659
10108,sample10108,monocyte,0.2599499339014992,27726,106659
10108,sample10108,nk_cell,0.13580663610196983,14485,106659
10109,sample10109,b_cell,0.07671731221913118,7170,93460
10109,sample10109,cd4_t_cell,0.29951851059276696,27993,93460
10109,sample10109,cd8_t_cell,0.2505456879948641,23416,93460
10109,sample10109,monocyte,0.20027819387973464,18718,93460
10109,sample10109,nk_cell,0.1729402953135031,16163,93460
10110,sample10110,b_cell,0.09019997300268044,9355,103714
10110,sample10110,cd4_t_cell,0.327786026958752,33996,103714
10110,sample10110,cd8_t_cell,0.23965906242165957,24856,103714
10110,sample10110,monocyte,0.17818230904217366,18480,103714
10110,sample10110,nk_cell,0.16417262857473436,17027,103714
10111,sample10111,b_cell,0.10145925659759651,10165,100188
10111,sample10111,cd4_t_cell,0.27789755260110993,27842,100188
10111,sample10111,cd8_t_cell,0.30207210444364596,30264,100188
10111,sample10111,monocyte,0.17485127959436259,17518,100188
10111,sample10111,nk_cell,0.14371980676328502,14399,100188
10112,sample10112,b_cell,0.09598072652284265,9681,100864
10112,sample10112,cd4_t_cell,0.3798877696700508,38317,100864
10112,sample10112,cd8_t_cell,0.23017131979695432,23216,100864
10112,sample10112,monocyte,0.20988657994923857,21170,100864
10112,sample10112,nk_cell,0.0840736040609137,8480,100864
10113,sample10113,b_cell,0.08209813271536165,9211,112195
10113,sample10113,cd4_t_cell,0.4143321894915103,46486,112195
10113,sample10113,cd8_t_cell,0.19418868933553188,21787,112195
10113,sample10113,monocyte,0.17153170818663932,19245,112195
10113,sample10113,nk_cell,0.1378492802709568,15466,112195
10114,sample10114,b_cell,0.0993823638347498,9928,99897
10114,sample10114,cd4_t_cell,0.37388510165470434,37350,99897
10114,sample10114,cd8_t_cell,0.25393154949598085,25367,99897
10114,sample10114,monocyte,0.14292721503148242,14278,99897
10114,sample10114,nk_cell,0.1298737699830826,12974,99897
10115,sample10115,b_cell,0.06503742575868522,6395,98328
10115,sample10115,cd4_t_cell,0.2943210479212432,28940,98328
10115,sample10115,cd8_t_cell,0.24002318769831585,23601,98328
10115,sample10115,monocyte,0.2294361728093727,22560,98328
10115,sample10115,nk_cell,0.17118216581238305,16832,98328
10116,sample10116,b_cell,0.09477933505692385,10448,110235
10116,sample10116,cd4_t_cell,0.35282804916768723,38894,110235
10116,sample10116,cd8_t_cell,0.2603347394203293,28698,110235
10116,sample10116,monocyte,0.17905383952465187,19738,110235
10116,sample10116,nk_cell,0.11300403683040776,12457,110235
10117,sample10117,b_cell,0.1248401173726582,13274,106328
10117,sample10117,cd4_t_cell,0.3877435858851855,41228,106328
10117,sample10117,cd8_t_cell,0.1712342938830788,18207,106328
10117,sample10117,monocyte,0.20323903393273643,21610,106328
10117,sample10117,nk_cell,0.11294296892634113,12009,106328
10118,sample10118,b_cell,0.06637262093193838,6877,103612
10118,sample10118,cd4_t_cell,0.31399837856618923,32534,103612
10118,sample10118,cd8_t_cell,0.4016619696560244,41617,103612
10118,sample10118,monocyte,0.10965911284407212,11362,103612
10118,sample10118,nk_cell,0.10830791800177586,11222,103612
10119,sample10119,b_cell,0.06489007078916813,6930,106796
10119,sample10119,cd4_t_cell,0.41790891044608414,44631,106796
10119,sample10119,cd8_t_cell,0.18507247462451779,19765,106796
10119,sample10119,monocyte,0.2509925465373235,26805,106796
10119,sample10119,nk_cell,0.08113599760290648,8665,106796
10120,sample10120,b_cell,0.08875700842650579,8121,91497
10120,sample10120,cd4_t_cell,0.3112561067575986,28479,91497
10120,sample10120,cd8_t_cell,0.2505874509546761,22928,91497
10120,sample10120,monocyte,0.14340360886149273,13121,91497
10120,sample10120,nk_cell,0.20599582499972677,18848,91497
10121,sample10121,b_cell,0.07490819829168995,7507,100216
10121,sample10121,cd4_t_cell,0.30894268380298556,30961,100216
10121,sample10121,cd8_t_cell,0.24480122934461562,24533,100216
10121,sample10121,monocyte,0.2155643809371757,21603,100216
10121,sample10121,nk_cell,0.15578350762353316,15612,100216
10122,sample10122,b_cell,0.05307815686818083,5361,101002
10122,sample10122,cd4_t_cell,0.3329835052771232,33632,101002
10122,sample10122,cd8_t_cell,0.21570859982970633,21787,101002
10122,sample10122,monocyte,0.22464901685115146,22690,101002
10122,sample10122,nk_cell,0.17358072117383813,17532,101002
10123,sample10123,b_cell,0.12133828297542408,12911,106405
10123,sample10123,cd4_t_cell,0.26145387904703726,27820,106405
10123,sample10123,cd8_t_cell,0.19912598092194916,21188,106405
10123,sample10123,monocyte,0.18463418072459,19646,106405
10123,sample10123,nk_cell,0.23344767633099947,24840,106405
10124,sample10124,b_cell,0.06625142738503062,6382,96330
10124,sample10124,cd4_t_cell,0.38962939894113985,37533,96330
10124,sample10124,cd8_t_cell,0.25481158517595764,24546,96330
10124,sample10124,monocyte,0.111543652029482,10745,96330
10124,sample10124,nk_cell,0.17776393646838992,17124,96330
10125,sample10125,b_cell,0.12481479397588102,13310,106638
10125,sample10125,cd4_t_cell,0.2784279525122377,29691,106638
10125,sample10125,cd8_t_cell,0.17609107447626549,18778,106638
10125,sample10125,monocyte,0.22992741799358576,24519,106638
10125,sample10125,nk_cell,0.19073876104203005,20340,106638
10126,sample10126,b_cell,0.14594738240765348,13730,94075
10126,sample10126,cd4_t_cell,0.2882593675259102,27118,94075
10126,sample10126,cd8_t_cell,0.22728673930374702,21382,94075
10126,sample10126,monocyte,0.20403933032155194,19195,94075
10126,sample10126,nk_cell,0.1344671804411374,12650,94075
10127,sample10127,b_cell,0.07939073932166739,7563,95263
10127,sample10127,cd4_t_cell,0.33960719271910395,32352,95263
10127,sample10127,cd8_t_cell,0.19510198083201244,18586,95263
10127,sample10127,monocyte,0.23151695831540053,22055,95263
10127,sample10127,nk_cell,0.1543831288118157,14707,95263
10128,sample10128,b_cell,0.07371664909577488,7272,98648
10128,sample10128,cd4_t_cell,0.31032560214094557,30613,98648
10128,sample10128,cd8_t_cell,0.3088861406211986,30471,98648
10128,sample10128,monocyte,0.16620712026599627,16396,98648
10128,sample10128,nk_cell,0.14086448787608466,13896,98648
10129,sample10129,b_cell,0.09390111251117357,8719,92853
10129,sample10129,cd4_t_cell,0.2909975983543881,27020,92853
10129,sample10129,cd8_t_cell,0.28759436959495116,26704,92853
10129,sample10129,monocyte,0.19071004706363823,17708,92853
10129,sample10129,nk_cell,0.13679687247584893,12702,92853
10130,sample10130,b_cell,0.1373644179263806,14412,104918
10130,sample10130,cd4_t_cell,0.3090508778283993,32425,104918
10130,sample10130,cd8_t_cell,0.22948397796374312,24077,104918
10130,sample10130,monocyte,0.26387273871023087,27685,104918
10130,sample10130,nk_cell,0.06022798757124612,6319,104918
10131,sample10131,b_cell,0.11682630971426257,11538,98762
10131,sample10131,cd4_t_cell,0.32101415524189464,31704,98762
10131,sample10131,cd8_t_cell,0.2392215629493125,23626,98762
10131,sample10131,monocyte,0.20441060326846358,20188,98762
10131,sample10131,nk_cell,0.11852736882606671,11706,98762
10132,sample10132,b_cell,0.09736052528590686,8956,91988
10132,sample10132,cd4_t_cell,0.3122798625907727,28726,91988
10132,sample10132,cd8_t_cell,0.18552419880854024,17066,91988
10132,sample10132,monocyte,0.20052615558551115,18446,91988
10132,sample10132,nk_cell,0.20430925772926903,18794,91988
10133,sample10133,b_cell,0.11598105496352316,12146,104724
10133,sample10133,cd4_t_cell,0.30249990451090486,31679,104724
10133,sample10133,cd8_t_cell,0.2711508345746916,28396,104724
10133,sample10133,monocyte,0.18956495168251786,19852,104724
10133,sample10133,nk_cell,0.12080325426836255,12651,104724
10134,sample10134,b_cell,0.12308723033632588,13779,111945
10134,sample10134,cd4_t_cell,0.2510250569476082,28101,111945
10134,sample10134,cd8_t_cell,0.31398454598240205,35149,111945
10134,sample10134,monocyte,0.20866496940461834,23359,111945
10134,sample10134,nk_cell,0.10323819732904552,11557,111945
10135,sample10135,b_cell,0.1139669510534719,11635,102091
10135,sample10135,cd4_t_cell,0.29899795280680963,30525,102091
10135,sample10135,cd8_t_cell,0.20511112634806203,20940,102091
10135,sample10135,monocyte,0.22973621572910444,23454,102091
10135,sample10135,nk_cell,0.15218775406255203,15537,102091
10136,sample10136,b_cell,0.1420761470875366,13098,92190
10136,sample10136,cd4_t_cell,0.3474563401670463,32032,92190
10136,sample10136,cd8_t_cell,0.28291571753986333,26082,92190
10136,sample10136,monocyte,0.15560255993057814,14345,92190
10136,sample10136,nk_cell,0.0719492352749756,6633,92190
10137,sample10137,b_cell,0.05291112461458826,4702,88866
10137,sample10137,cd4_t_cell,0.3884837845745279,34523,88866
10137,sample10137,cd8_t_cell,0.24789008169603674,22029,88866
10137,sample10137,monocyte,0.21809240879526479,19381,88866
10137,sample10137,nk_cell,0.09262260031958229,8231,88866
10138,sample10138,b_cell,0.0663063857946399,6012,90670
10138,sample10138,cd4_t_cell,0.25955663394728135,23534,90670
10138,sample10138,cd8_t_cell,0.32967905591706187,29892,90670
10138,sample10138,monocyte,0.19390095952354694,17581,90670
10138,sample10138,nk_cell,0.15055696481746994,13651,90670
10139,sample10139,b_cell,0.12549666074900667,11876,94632
10139,sample10139,cd4_t_cell,0.29754205765491587,28157,94632
10139,sample10139,cd8_t_cell,0.21003466057993067,19876,94632
10139,sample10139,monocyte,0.2131837010736326,20174,94632
10139,sample10139,nk_cell,0.15374291994251416,14549,94632
10140,sample10140,b_cell,0.10104993650826424,9788,96863
